appId,title,description,genres,primaryGenre,contentRating,size,supportedVersion,released,version,price,developer,score,reviews,store,title length ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com.evilapples.evilapples,Evil Apples: Dirty as ____.,"""It literally started a riot when I started playing with friends""

Evil Apples is a filthy & hilarious card game inspired by the popular party game Cards Against Humanity. And thanks to you, it has also ranked #1 in Word & Card Games in the USA! :D

__! H","[""Games"",""Word"",""Card"",""Entertainment""]",Games,17+,189081600,3,11/06/2013,3.0.1,0,Evil Studios Limited,4.5,142337,App store,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com.sts.EvilZombieGraveyardVRShootingGame,Evil Zombie-VR Shooting Games,"Zombie Graveyard VR Shooting

Are you a fan of VR device ? Manzoor Ullah is here to quench your thirst for VR shooting and snipe games. Packed with amazing 3D visuals, Zombie Graveyard VR Shooting is a virtual reality shooter game that is going to leave y","[""Games"",""Arcade"",""Sports"",""Action""]",Games,17+,136025088,5,16/09/2016,2.1,0,Junaid Ahmad,3,129,App store,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com.merkuryinnovations.evovr,EVO VR Infinity Space War,"Shoot enemy ships, dodge asteroids, and fly through space tunnels in this immersive 3D, 360 degree space shooter built from the ground up for virtual reality. Made to work with all mobile VR headsets, just slide in your smartphone and start shooting! Blue","[""Games"",""Simulation"",""Arcade"",""Entertainment""]",Games,9+,155891712,7,28/07/2017,1,0,Merkury Innovations LLC,2.5,54,App store,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biz.kbprojekt.evocars,EvoCars,"In this game you manage fleet of 20 self-driving cars.
At the beginning they are random (some of them may even not be able to drive at all...), but they can evolve and get better.
At the end of each generation, weak cars are removed from the pool and are ","[""Games"",""Entertainment"",""Simulation"",""Racing""]",Games,4+,12472494,10,25/03/2011,1,0,KB.Projekt,3,20,App store,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
br.com.tapps.evolutiongalaxy,Evolution Galaxy,,"[""Games"",""Entertainment"",""Family"",""Strategy""]",Games,4+,113981440,5,,1.5.1,0,Tapps Tecnologia da Informa莽茫o Ltda.,5,4729,App store,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com.my.evolution,Evolution: Battle for Utopia,,"[""Games"",""Entertainment"",""Action"",""Role Playing""]",Games,12+,1149328384,5,02/04/2014,3.4.8,0,MGL MY.COM (CYPRUS) LIMITED,4,2913,App store,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com.scorpius-forge.evo-indian-hunter,Evolution: Indian Hunter - Free,"Feels like I'm hunting with my ancestors +++++
by Colesoccer16 - Version 1.7 - May 14, 2014

Makes me feel like I'm back with my ancestors smoking tobacco and killing deer with my tomahawk. My great great grandfather fought in the creek war and looks just","[""Games"",""Adventure"",""Entertainment""]",Games,9+,1169231872,7,29/03/2013,1.8.1,0,Scorpius Forge GmbH,3.5,173,App store,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com.eweapones.gunsimulatorfree,eWeapons鈩 Gun Simulator - Weapons Simulator,,"[""Games"",""Simulation""]",Games,12+,160788480,6,10/02/2016,1.6,0,Ina Cankova,2,5,App store,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com.cyclopsgames.experimentz,Experiment Z - Zombie,"EXPERIMENT Z IS HERE! 

*SPECIAL OFFER* Download NOW and get 50 free Zcoins!! 

SURVIVE in the most anticipated mobile multiplayer zombie survival game for your android!!!! 

Play with friends, scavenge and loot buildings, find food, guns, weapons to SURVIVE in the massive open world map. Follow us on Facebook, Google Plus, Twitter, and YouTube for updates, giveaways, and more !

*** NOTE: THIS GAME IS INTENDED FOR FAST PHONES AND TABLETS! It will be slow and laggy on older devices. You need at minimum a Nexus 4 or Samsung S3! ***

Key Features!

* Multiplayer online action, play with your friends for FREE!

* Next Gen 3D Graphics

* MASSIVE 3D open world map to explore

* Survive through the day and night!

* Hungry ZOMBIES on the prowl

* Drive different vehicles or take a ride with your friends

* Find all the clothes, gear and weapons to help you survive


+++ IMPORTANT - PLEASE READ +++
This version of the game is the Early Access release version.
You will notice bugs, glitches, crashes, etc, this is normal. The game will continue to improve as we fix bugs and put in your ideas and suggestions. Thanks for playing and have fun!",Action,GAME,17+,92274688,7,20/06/2015,2.14,0,App Holdings,4,116775,google store,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com.cyclops.experimentz,Experiment Z: Zombie Survival,"EXPERIMENT Z IS NOW ON IOS!

SURVIVE in the most anticipated mobile multiplayer zombie survival game for your iPhone!!!! 

Play with friends, scavenge and loot buildings, find food, guns, weapons to SURVIVE in the massive open world map. 

Key Features!

","[""Games"",""Adventure"",""Action"",""Entertainment""]",Games,17+,250405888,5,02/12/2015,2.14,0,App Holdings,4,6588,App store,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com.truegames.explorationpro,Exploration Crafting,"Enjoy a world full of pixel bricks where all your dreams can come true.
Build your dream world full of castles, buildings, islands and more.
Start your journey with a flat world or if you prefer a terrain surface with mountains and water.
an ultimate fict","[""Games"",""Adventure"",""Entertainment"",""Arcade""]",Games,9+,62013440,5,18/08/2017,1,0,Chetan Kotecha,3,43,App store,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
imk.game.exploration1,Exploration: Pixel WorldCraft 3D Game,""" 5 Stars!!! Great open world sandbox building game!!!""

In the Hungry games, you enter a survival world. Block wall lock you at the center of the map. Here's some notes can help you out:
1. Chests scattered randomly around the arena which contain useful ","[""Games"",""Action"",""Adventure"",""Entertainment""]",Games,4+,60132352,5,05/10/2014,1.993,0,Jingjing Feng,3,2636,App store,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id.sku.worldcraft.exploration,Exploration-Build/Craft Your Dream Things Survival,"# If you fail to launch the app, please remove the app and install it again.
# Many new online worlds will be added, please keep your eyes on us!

Join online multiplayer world with thousands of random players or friends in Multiplayer mode or create your","[""Games"",""Adventure"",""Entertainment"",""Action""]",Games,4+,42251264,6,19/11/2015,1.41,0,TUIJUN FENG,3.5,215,App store,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com.aim.racing,Extreme Car Driving Simulator,"OVER 30 MILLION DOWNLOADS OVERALL!

Extreme Car Driving Simulator is the best car simulator of 2014, thanks to its advanced real physics engine 

Ever wanted to try a sports car simulator? Now you can drive, drift and feel a racing sports car for free! 
B","[""Games"",""Sports"",""Racing"",""Simulation""]",Games,4+,198021120,6,29/01/2015,4.17.5,0,AxesInMotion S.L.,4.5,37813,App store,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com.taigagames.truckplatformerfree,Extreme Cluster Truck Driving 3D,,"[""Games"",""Arcade""]",Games,4+,81827840,5,14/01/2017,1,0,Tayga Games OOO,2.5,82,App store,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com.pnjmobile.fish4global,Extreme Fishing 2 Free,,"[""Games"",""Sports"",""Sports"",""Role Playing""]",Games,4+,54148397,9,20/06/2012,1.0.9,0,JINOH CHO,4.5,12036,App store,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com.bigshotgames.heromanager,Extreme Job Hero's Manager,"Effortless control! An unusual tension! A warrior out on an adventure needs a capable manager! B-humor, quick growth, lots and lots of collectibles, tons of items and equipment crafting! It's everything that you you'd want in a stand-alone idle game

Game","[""Games"",""Strategy"",""Entertainment"",""Role Playing""]",Games,12+,194526208,5,,3.33,0,sehoon jang,5,1953,App store,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca.roofdog.roadtrip,Extreme Road Trip,"Your gas pedal is stuck!  Tilt your car to keep it rolling and jumping.  Do stunts to get nitro boost so you can do more stunts to get more nitro boost.  It's fun, it's fast and it's free, so get it now!

The goal of the game is to get as far as possible ","[""Games"",""Arcade"",""Entertainment"",""Action""]",Games,4+,58822656,6,04/08/2011,1.18.1,0,Roofdog Games,4,39099,App store,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca.roofdog.roadtrip2,Extreme Road Trip 2,,"[""Games"",""Action"",""Arcade""]",Games,12+,147073024,8,02/11/2012,3.19.1,0,Roofdog Games,4.5,64803,App store,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com.racing.extremecarrealdriving,Extreme Sport Car Real Racing Driving simulator,"Extreme Car Real Driving simulator

Hello Friends,Wants To Ride In A Real Extreme Car,Then Download this game and Go For The Extreme car driving.We Bring A new And Awesome game for all the types of generations,Different Sports cars,HD Graphics and a Locat","[""Games"",""Racing"",""Action"",""Entertainment""]",Games,4+,119593984,7,19/09/2015,1.3,0,Ankit Hidad,3.5,374,App store,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com.toucangames.prisonescape.trafficpolice.bikerace,Extreme Traffic Police Bike - Ride Motorcycle & Chase Criminals in City,"Try on the role of the traffic policeman! Stop the drivers and violators of traffic rules, don't let let them escape discharge fines go to exciting chases, but do not forget to do other routine chores that every day is engaged in the traffic cop. Chase, C","[""Games"",""Simulation"",""Entertainment"",""Role Playing""]",Games,12+,172374016,6,20/06/2016,1,0,Muhammad Razzak,3,42,App store,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com.generamobile.eyenigma2,Eyenigma - Who's looking,,"[""Games"",""Trivia"",""Puzzle"",""Entertainment""]",Games,4+,46133248,8,,1.1,0,GeneraFun,5,1775,App store,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com.eyesthegame.lite,Eyes - The Scary Horror Game,,"[""Games"",""Entertainment"",""Adventure"",""Action""]",Games,12+,375018496,5,11/04/2013,5.9.3,0,Paulina Pabis,4,3229,App store,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com.nuclear.qmwow.platform.r2game,EZ PZ RPG,"Welcome to EZ PZ RPG, the idle clicker style game that鈥檚 so easy to play... it doesn鈥檛 even need you!

All you need to do is choose a class, and the game will play itself, even while you鈥檙e doing something else - grabbing groceries, putting your apps in alphabetical order, or... whatever else you do with your free time. (We don鈥檛 judge). Check up on your hero later, and you'll have a ton of EXP and loot! Go you!

鈽呪槄鈽匩ew in 3.2鈽呪槄鈽
	
---FEATURES---
Wing System - A new way to customize and make your hero stronger. Upgrade your wings to reach new heights!
Hero Tokens - A brand new quest system to tie into the new Wings. Complete daily tasks to gain rewards that can be used to increase your wing stats!
	
---TWEAKS & UPDATES---
New player guide has been tweaked to provide a better starting experience.
Hunter skill 鈥淣ightcrawler鈥 has been buffed. It now does 25% more damage.
Warrior skill 鈥淒eathwish鈥 has been tweaked slightly. It now does 50% more damage (up from 40%), but you receive 50% more damage (up from 40%) as well.
General UI improvements for a better and cleaner layout.

Upgrade your Hero so you can take on bigger & badder monsters, delve into deeper & darker dungeons, and get your hands on better & rarer loot! Then take on your friends head-to-head in Arena combat, all from the comfort of your pocket, purse, nightstand, or鈥 wherever. Easy Peasy!

Don鈥檛 be fooled though, this idle game isn鈥檛 your everyday dungeon crawler, beat em鈥 up, or hack n鈥 slash. EZ PZ offers non-stop action as a unique hybrid of classic fantasy and clicker style games. So if you want the full hardcore RPG experience, but don鈥檛 want any of the headaches that come along with it, this is the game for you!


鈽呪槄鈽匜EATURES鈽呪槄鈽

鈽匒ccessible Mechanics鈽
Don鈥檛 be shied away by complex features and convoluted systems, EZ PZ gets right to the point, 
iterating on classic idle clicker games. No fuss.

鈽匔reate Your Hero鈽
Choose from one of the three distinct playable classes, and set forth on a perpetual adventure!

鈽匛ndless Combat鈽
Continuously progress while away. The fighting never stops, even while you sleep!

鈽匜ull RPG Experience鈽
Equip your Hero with epic loot, gain levels, learn new skills, and meet new companions to add to your party. EZ PZ also features a full crafting system, so you can always make what you need!

鈽匬vP Arena鈽
Challenge friends and foes alike for the ultimate test of strength. Form teams or face your rivals 1-on-1, and become the true champion!

鈽匜orm Guilds鈽
Band together with friends and like minded players to join forces! Help each other reach the top!


鈽呪槄鈽呪槄鈽呪槄
鈻禠IKE US on Facebook: https://www.facebook.com/ezpzrpg
鈻禫ISIT US: https://www.r2games.com
鈻禙OLLOW US: https://twitter.com/R2Games
鈻禬ATCH US: https://www.youtube.com/c/R2Games_Official
鈻禜ELPSHIFT: https://r2games.helpshift.com/a/ez-pz-rpg/",Role Playing,GAME,9+,73009152,9,13/01/2015,2.164.4,0,Reality Squared Games,3.5,23635,APP store & google store,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com.neilmcallen.FormulaDriveLeMansRacingnow,F 2017 Le Mans Race,,"[""Games"",""Racing"",""Sports""]",Games,4+,415125504,7,10/03/2017,1,1.99,Neil McAllen,1.5,10,App store,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com.sgn.fastChina,F.A.S.T. 涓浗,,"[""Games"",""Adventure"",""Action""]",Games,4+,11921988,10,10/12/2009,1,0,MindJolt,3.5,1266,App store,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it.rortos.f18carrierlandinglite,F18 Carrier Landing Lite,"The most advanced Flight Simulator and Aircraft Carrier Landing System ever created.

Landing on an aircraft carrier is one of the most difficult tasks a pilot has to execute. The flight deck is only 150 meters long, just enough to stop the aircraft.
Acce","[""Games"",""Simulation"",""Action"",""Entertainment""]",Games,4+,191367168,5,13/03/2012,7.4.0,0,RORTOS SRL,4,11471,App store,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com.vg.f22jetsimulator,F22 Raptor Jet simulator 3D,"In F 22 Raptor Jet simulator 3D give the player the chance to take place in a F22. In game the player has to maintain speed, altitude, direct the plane in the right way. You need to see if you can complete your mission before you are out of fuel. Forcing ","[""Games"",""Arcade"",""Simulation""]",Games,4+,152465408,9,02/06/2014,1,0,VascoGames,2.5,9,App store,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com.gamehouse.fabulous3.ios,Fabulous - High School Reunion,"Find out what happened at Angela's unforgettable prom in this shiny new time management game Fabulous - Angela's High School Reunion!
 
We can tell you one thing for sure - it was a prom like never before. Or ever again...
 
- Play the 3RD SEASON OF THE H","[""Games"",""Family"",""Puzzle""]",Games,4+,207081472,5,,2,0,GameHouse,5,1705,App store,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com.gamehouse.fabulous1,Fabulous - Sweet Revenge,"The award winning creators of the famous Delicious 鈥 Emily series bring you a bitingly fresh Time Management game for fashion addicts!
After a shotgun Vegas wedding, spontaneous Angela decides it鈥檚 time to follow her dreams. She moves to the Big Apple and starts her career as a fashion designer. Angela couldn鈥檛 be any happier, until one day she discovers her husband has a treacherous secret! Will she be able to control her impulses鈥?

The first two levels are free with an in-game unlock for the full complement of levels.

Game features
- the game is available in English, Dutch, Portuguese, German, Italian, Spanish and French
- help Angela make customers look stunning in beautiful outfits
- follow the impulsive escapades of a hopelessly romantic young woman
- complete 4 exciting time management levels in a divine fashion boutique
- get to know Angela's 3 best friends ever: Jenny, Kitty and Virginia
- Rate this game with 5-stars to let us know you want a 90 level sequel!


Also enjoy the Delicious - Emily series:
- Delicious - Emily's Home Sweet Home
- Delicious - Emily's New Beginning
- Delicious - Emily's Honeymoon Cruise
- Delicious - Emily's Wonder Wedding
- Delicious - Emily's True Love
- Delicious - Emily's Taste of Fame",Casual,GAME,4+,91226112,7,23/07/2015,1.07,0,GameHouse,3.5,7659,google store,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com.denizkocoglu.faby,Faby Bird : The Flappy Adventure,"Faby Bird

Tap to avoid the pipes.","[""Games"",""Arcade"",""Entertainment"",""Action""]",Games,4+,26205184,7,28/09/2015,2.9,0,Deniz Kocoglu,4,2868,App store,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com.weheartgames.facerace,Face Race: A camera-based party game,"Make these faces for the camera: ""An evil genius hatching a plot"", ""Swallowing a goldfish"", ""Looking directly at the sun"", ""Pretending to like a gift you don't like"", and ""Holding a bomb"". Then a friend makes the same faces, and everyone else in the room ","[""Games"",""Entertainment"",""Word"",""Family""]",Games,4+,2507872,10,24/12/2009,1,0,We Heart Games Inc,2.5,82,App store,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com.quatrian.fmbg,FaceMe Backgammon,"* MOST user friendly BACKGAMMON app  *
- Invite friends or play with random opponents. 
- Rematch option at the end of a match.
- Game Center achievements and leader boards.
 
Highlights include:
- Look for Game Center auto-match opponents while playing a","[""Games"",""Entertainment"",""Board""]",Games,12+,16820224,3,10/12/2010,4.6.0,4.99,Quatrian Inc.,4,1645,App store,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com.spungegames.failybrakes,Faily Brakes,"While cruising through the mountains, car enthusiast Phil Faily suddenly experiences a complete brake failure, plunging him over the edge of a steep embankment.
 
In this physics based driving and crashing game you must maneuver an endless mountainside do","[""Games"",""Action"",""Arcade"",""Sports""]",Games,9+,203321344,5,24/02/2016,11.1,0,Spunge Games Pty Ltd,4,7397,App store,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com.fairfood.maker,Fair Food Donut Maker - Games for Kids Free,"Make and decorate fair food at the carnival!!

Fried dough, donuts, cotton candy, and more!!

Have a blast playing this fun food maker game!","[""Games"",""Family"",""Food & Drink""]",Games,4+,62983168,7,30/03/2014,1.6,0,VZO entertainment,4,16078,App store,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com.sunstorm.ff,Fair Food Maker Game,"Play the BIGGEST and BEST Fair Food Maker chef game! Make 18 delicious fair foods and 8 fair games in one download!

*NEW* Just added! Chicken Nuggets Maker - Cook your own delicious crispy nuggets! 
Our latest  new mystery food is there for you too. Have","[""Games"",""Family"",""Entertainment"",""Simulation""]",Games,4+,122882048,4,15/06/2012,2.4,0,Sunstorm Interactive,4,12732,App store,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com.bigfishgames.fairwaysolitaireuniversalf2p,Fairway Solitaire - Card Game,"Get away to the Fairway!

Golf solitaire is a puzzle twist on the classic solitaire card game. Simply play one card up or one card down from your draw pile to clear the puzzle board. Play challenging solitaire puzzles on hand-painted, scenic golf courses ","[""Games"",""Puzzle"",""Entertainment"",""Card""]",Games,4+,160636928,5,18/03/2015,1.35.0,0,"Big Fish Games, Inc",4.5,151736,App store,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com.fablekingdom,Fairy Kingdom: Castle of Magic,,"[""Games"",""Family"",""Simulation""]",Games,4+,242495488,5,11/02/2013,2.5.4,0,Game Garden Limited,4.5,13771,App store,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com.bigfurrygames.fairy-village,Fairy Village鈩,"The Holiday are upon us!  Bring in the Holiday spirit with the latest update!  Decorate your fairy village with the cutest accessories and adorn the buildings just the way you want!  HAPPY HOLIDAYS!

***Fairy Village Now Supports iPhone 5!***

If that's n","[""Games"",""Entertainment"",""Adventure"",""Family""]",Games,4+,41152512,9,15/05/2012,3.1.0,0,Big Furry Media Inc.,4,2074,App store,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com.alphaweb.fairyfail,FairyFail鈩,"Once upon a time in the Fairyland there lived kind and evil animals but somehow they miraculously got mixed. The evil animals disturbed all the rest. The kind creatures asked a hunter to help them to catch the evil ones. 
In a night he caught all, the kin","[""Games"",""Entertainment"",""Arcade"",""Puzzle""]",Games,9+,63184896,8,23/11/2011,4,0,"YOMEN, Inc.",4,55283,App store,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com.yesgnome.fairytalecity,FairyTale City,"***Thank you for making FairyTale City a wildly popular success!***

       ****ATTENTION PLAYERS!!****

You can get FREE gems in the game through a variety of ways to get ahead faster. Here's how:

* Level up: 1 gem per level up.

* Quest completion: Que","[""Games"",""Entertainment"",""Role Playing"",""Adventure""]",Games,4+,36585472,7,16/12/2011,1.8.7,0,YesGnome Gaming Solutions,4,3192,App store,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com.hannesjensen.FallDown2,FallDown! 2,"FallDown! is finally back!

FallDown! 2 takes the addictive gameplay that brought the original to the top charts all over the world and brings it to the next level! Use the new touch controls to race down the maze and avoid being caught by the laser. Dodg","[""Games"",""Action"",""Arcade""]",Games,4+,41921536,5,26/04/2013,2.04,0,Hannes Jensen,4.5,25175,App store,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com.bethsoft.falloutcompanionapp,Fallout Pip-Boy,,"[""Games"",""Role Playing"",""Adventure""]",Games,9+,92864512,7,05/11/2015,1.2,0,Bethesda,4,2003,App store,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com.bethsoft.falloutshelter,Fallout Shelter,"** Google Play Best of 2015  **
Mobile Game of the Year - 2016 DICE Awards
Winner 2015 Golden Joystick Best Handheld/Mobile Game

""Might just be the best free-to-play game out there"" - GamesBeat
""Probably the best game of E3 2015鈥 鈥 Gizmodo 
""Fallout Shelter is simple to play and addictive as hell."" - GameZone

BUILD THE PERFECT VAULT
Create a brighter future鈥underground! Select from a variety of modern-day rooms to turn an excavation beneath 2,000 feet of bedrock into the very picture of Vault Life.

OVERSEE A THRIVING COMMUNITY 
Get to know your Dwellers and lead them to happiness. Find their ideal jobs and watch them flourish. Provide them with outfits, weapons, and training to improve their abilities.

CUSTOMIZE
Turn worthless junk into useful items with Crafting! Customize the look of any dweller in the Barbershop.

PROSPER
A well-run Vault requires a variety of Dwellers with a mix of skills. Build a Radio Room to attract new Dwellers. Or, take an active role in their personal lives; play matchmaker and watch the sparks fly! 

EXPLORE THE WASTELAND 
Send Dwellers above ground to explore the blasted surface left behind and seek adventure, handy survival loot, or unspeakable death. Find new armor and weapons, gain experience, and earn Caps. But don鈥檛 let them die!

PROTECT YOUR VAULT
From time to time, idyllic Vault life may be disrupted by the dangers of post-nuclear life. Prepare your Dwellers to protect against threats from the outside鈥and within.

Vault-Tec has provided the tools, but the rest is up to you. What are you waiting for? Get started building your Vault today for FREE.",Simulation,GAME,12+,218729984,6,12/08/2015,1.13.15,0,Bethesda Softworks LLC,4.5,1290268,APP store & google store,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com.silverelmsystems.falloutzone,Fallout Zone: Survival,"Navigate the post apocalyptic wasteland of the year 2045, ten years after the bombs fell.  Fight armies of the infected, mutants, and enemy militia factions as you battle for survival.

Initial Release Offer: Free with No Ads!

Key Features Include

* Fun","[""Games"",""Entertainment"",""Adventure"",""Strategy""]",Games,9+,217275392,5,05/06/2018,1,0,Silver Elm Systems LLC,4,2546,App store,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com.funplus.familyfarm,Family Farm Seaside,,"[""Games"",""Family"",""Simulation""]",Games,4+,207261696,5,02/02/2013,5.2.400,0,FunPlus,4.5,28966,App store,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
