appId,title,description,genres,primaryGenre,contentRating,size,supportedVersion,released,version,price,developer,score,reviews,store,title length 
english.book.nasb.Bible,NASB Bible Holy Audio Version,The New American Standard Bible is widely regarded as one of the most literally translated of 20th-century English Bible translations.,"[""Lifestyle"",""Education""]",Lifestyle,4+,18057216,5,19/12/2015,5,0,Tatsiana Shukalovich,4.5,450,app store,29
io.inthelab.National-Day-Calendar-2016,National Calendar App,"Everyday is National ""Something"" Day!!!

""National Calendar App"" is a super simple way to keep up with all the ""national"" days of the year. The app allows you to browse each day, view details, share, search and view what others are posting on social media.

Use the hashtag #NationalCalendarApp on Instagram for a chance to have your post featured in the app!","[""Lifestyle"",""Productivity""]",Lifestyle,12+,28303360,3,25/02/2016,2.2.3,0,"intheLab, LLC",3,126,app store,21
com.wallpaper.nature,Nature - HD Wallpapers and Backgrounds,"Nature HD WallPapers is a full featured wallpaper app that features tons of high quality Nature themes, screens and customisations to help your device look unique. Stand out from the crowd as you choose from category after category of amazing high quality themes for your phone, with more added each update. Your iOS 10 screen won't look boring anymore. Now your only problem is finding your favourite theme and wallpaper category to choose from!

Just about everybody has a smartphone these days. Most people never bother to change the background wallpaper or default look of their screen. They don't want to look unique. Too bad for them, because you do! Sort through category after category of high quality iOS 10 themes for your stunning screen, choosing from many unique types of images to update and use. Turn your ordinary phone into a bright world of colour!

How to Use this App:

- Tap the screen to select your favourite theme category.
- Apply the changes and enjoy your new background.
- Change images at any time, it's easy!","[""Lifestyle"",""Entertainment""]",Lifestyle,4+,120885248,5,03/03/2017,1.1,0,Ali Hassan Bhatti,5,44,app store,38
com.echurchapps.navchurch,Navigation Church,"Connect and engage with our community through the Navigation Church app! Download our app to discover our media content, give a donation conveniently, find a group or learn more about us. Navigation Church exists to help people take their next step in a growing relationship with Jesus Christ.","[""Lifestyle""]",Lifestyle,12+,59046912,4,08/03/2017,1,0,eChurch Apps,5,8,app store,17
com.kdone.navilink,NaviLink,"At Navien, we make products that enhance comfort. Same goes for our newly designed NavieLink鈩 app.

Control your NPE series condensing tankless water heaters, NCB series combi-boilers, NHB series boilers all in one place. And get alerts on your iPhone or iPad anywhere in the world.



NPE series tankless water heaters

NPE-A series condensing tankless water heaters with ComfortFlow technology.

- Activate your recirculation pump while on your way home or wirelessly from any room in your house. (Requires HotButton鈩 on demand kit)

- Schedule your integrated recirculation pump by day and hour for ultimate comfort.

- Turn your unit on and off.

- Set your Domestic Hot Water (DHW) temperature remotely.

- Monitor 3 channels of 8 units cascaded together.

- Push diagnostic error code notification.

- Total operating hours.

- See live unit status:
    - Error code notification / status.
    - Current Gas Usage.
    - DHW set Temperature.
    - DHW Temperature.
    - DHW Flow Rate.
    - Inlet Water Temperature.
    - Percentage of Heating Capacity.

- Energy Management Software by day and month:
    - Gas Usage颅.
    - DHW Usage Time.
    - Total On Demand Usage.



NPE-S series condensing tankless water heaters.

- Turn your unit on and off.

- Set your Domestic Hot Water (DHW) temperature remotely.

- Monitor 3 channels of 8 units cascaded together.

- Push diagnostic error code notification.

- Total operating hours.

- See live unit status:
    - Error code notification / status.
    - Current Gas Usage.
    - DHW set Temperature.
    - DHW Temperature.
    - DHW Flow Rate.
    - Inlet Water Temperature.
    - Percentage of Heating Capacity.

- Energy Management Software by day and month:
    - Gas Usage颅.
    - DHW Usage Time.



NCB series condensing Combi-Boiler.

- Turn your unit on and off.

- Set your Domestic Hot Water (DHW) temperature remotely.

- Set your space heating system temperature remotely.

- Monitor 3 channels of up to 8 units cascaded together.

- Push diagnostic error code notification.

- Total operating hours.

- See live unit status:
    - Error code notification / status.
    - Current gas usage.
    - DHW set Temperature.
    - DHW Temperature.
    - DHW Flow Rate.
    - Space Heating System set Temperature.
    - Space Heating System Supply Temperature.
    - Space Heating System Return Temperature.
    - Percentage of Heating Capacity.

- Energy Management Software by day and month:
    颅- Gas Usage颅.
    - DHW Usage Time.
    - Space Heating System Usage Time.
    - Max Outdoor Temperature.
    - Minimum Outdoor Temperature.



NHB series Condensing Boiler.

- Turn your unit on and off.

- Set your space heating system temperature remotely.

- Monitor 3 channels of up to 8 units cascaded together.

- Push diagnostic error code notification.

- Total operating hours.

- See live unit status:
    - Error Code Notification / Status.
    - Current Gas Usage.
    - Space Heating System set Temperature.
    - Space Heating System Supply Temperature.
    - Space Heating System Return Temperature.
    - Percentage of Heating Capacity.
    - Total Operating Time.

- Energy Management Software by day and month:
    - Gas Usage颅.
    - Space Heating System Usage Time.
    - Max Outdoor Temperature.
    - Minimum Outdoor Temperature.

 

Some features require a working Internet connection, Wi-Fi and/or Bluetooth.

To learn more about our products, go to Navien.com","[""Lifestyle"",""Productivity""]",Lifestyle,4+,12986368,4,09/02/2016,1.4.0,0,"KyungDong Network Co.,Ltd.",2,22,app store,8
com.echurchapps.nblivermore,NB Church Livermore,"Connect and engage with our community through the New Beginnings Church app! Download our app to discover our media content, give a donation conveniently, or learn more about us. New Beginnings Church exist to connect people to Christ.",,LIFESTYLE,4+,9227468.8,7,02/03/2017,1,0,echurch,5,2,google store,19
com.nearbuy.nearbuymobile,nearbuy.com: The Step-Out App,"More than 4 million people across India are using nearbuy.com right now to discover new experiences nearby. We have thousands of cashback offers, deals, discounts & coupons on restaurants, buffets, amusement parks, theme parks, pizzas, spa, massages, salons, beauty therapies, gyms, movie tickets, hotels & travel, shopping, activities and many more.

nearbuy.com has its presence in top cities like Delhi, Mumbai, Bengaluru, Chennai, Hyderabad, Jaipur, Kolkata to name a few! With exclusive offers, cashback deals, coupons & great discounts, what鈥檚 not to love! You can save money every time you visit a restaurant, book a spa, get a massage, enjoy a ride in a theme park, watch a movie, plan a weekend getaway or simply go parasailing to get your heart racing! Additionally, you can also get exciting cashback offers & discount coupons on every purchase! Some of our key partners are KFC, Barbeque Nation, PVR, INOX, Cafe Coffee Day (CCD), Smaaash, McDonald鈥檚, Water Kingdom, Essel World, Kidzania, O2 Spa, Big bazaar, Looks salon. 

Step out with nearbuy.com & explore your city 
Discover buzzing hotspots nearby & choose from a wide range of categories 鈥 Restaurants, Spa & Salon, Movies & Events, Shopping, Health & Fitness, Activities and Travel, Theme Parks, Amusement Parks 

You name it, we have it!
鈼 Over 4 million people across India considering nearbuy.com as the best restaurant app. Search for your favorite cuisine nearby and find terrific restaurant cashback deals/offers in a jiffy: Barbeque Nation, KFC, Cafe Coffee Day (CCD), Burger King, McDonald鈥檚 & many more 
鈼 Whether you are planning a breakfast, brunch, lunch or a dinner, buffets, deals or full menu, we have it all
鈼 Pamper & rejuvenate yourself at any salon or spa nearby like O2 Spa, Blue terra, Avyang & choose from a wide range of massage services like Aroma massages, Ayurvedic massages and Deep Tissue massages 
鈼 Make movie dates a hassle-free experience by booking movie tickets to an INOX or PVR nearby at a discount 
鈼 Shopping just got easier 鈥 Purchase prepaid gift coupons from Lifestyle, Big Bazaar, Nykaa, Shoppers Stop & many more at a discount! 
鈼 Book your dream holiday on nearbuy.com & be spoilt for choice of hotels. We have offers on 5-star hotels, jungle resorts or even budget hotels to suit every traveler. Simply book the hotel deal/offer, present the voucher at the hotel desk and enjoy your getaway at the best price 
鈼 nearbuy.com offers a variety of activities to feed that adventure junkie in you. You can visit your favorite amusement parks such as Smaaash, Essel World, Water Kingdom, Kidzania or Innovative Film City to name a few theme parks Enjoy a personalized experience at your fingertips and #stepoutwithnearbuy 
鈼 Filter results by category & location & easily sort them by distance, price or popularity 
鈼 You can pick your favorite restaurant deals and cashback offers, spa deals, salon offers, movie discount offers,theme park offers, or hotel deals and share them with friends through mail, messenger services, social media & other media platforms 
鈼 Pick from the widest range of payment options like credit cards, debit cards, net banking & Paytm wallet

The nearbuy Promise 
鈼 Did your purchase not match up to your expectations? 
鈼 Has your unused voucher expired? 
鈼 Have you changed your mind after purchasing a voucher?
Don鈥檛 you worry! Let us know & we will give you a no-questions-asked reversal.

4 easy steps to get exciting cashbacks
1. Find the merchant of your choice
2. Claim the offer on entire bill amount (choose from a range of cashback offers)
3. Enjoy your meal & pay your bill using the nearbuy app
4. Get instant cashback that you can use on your next offer on nearbuy app!

Use nearbuy.com and save money every time you step out. You can tell us more about your experience with nearbuy.com at experience@nearbuy.com

""Continued use of GPS running in the background can dramatically decrease battery life.""","[""Lifestyle"",""Food & Drink""]",Lifestyle,4+,55473152,4,01/09/2015,6.9.0,0,Nearbuy India Private Limited,4,50,app store,29
com.neosmartblinds.app,Neo Smart Blinds,The Neo Smart Blinds Controller is a bridge between your motorized blinds and the Internet. After purchase and installation you can use this app to control your blinds and set weekly schedules. A great addition to your smart home system!,"[""Lifestyle""]",Lifestyle,4+,35226624,4,01/11/2015,3.2.13,0,Marc-Etienne Brunet,2.5,8,app store,16
com.nestlabs.jasper.release,Nest,"At Nest, we make products that are beautiful, thoughtful and easy to use. The Nest app is no exception.

Control your Nest Learning Thermostat, arm and disarm your Nest Secure alarm system, see your home with Nest Cam, and know if Nest Protect goes off 鈥 all in one place. And get notifications on your iPhone, iPad. 

Nest uses sensors, algorithms and the location of your phone to do the right thing automatically, turning off the heat and turning on the camera when you leave. Forgot to set the alarm? Nest notices and will send you a Remind Me alert. And everyone at home can get notifications and control the Nest products they need with their own Nest Account 鈥 no more sharing passwords.

Nest Learning Thermostat and Nest Thermostat E

Thermostats that program themselves to help you save energy.

- Change the temperature from the subway or the sofa using your phone.
- See how much energy you used and why.
- View and edit your schedule or boost your domestic hot water.
- Get extreme temperature alerts before your home gets too cold.
- Earn Leafs when you choose a temperature that saves you energy.

Nest Secure alarm system

- Arm and disarm your home remotely from the app.
- Know who is coming and going with Family Accounts and event history.
- Receive a Remind Me alert if you left home and forgot to set the alarm.
- Invite guests from the app, sending them an email invitation with unique passcodes with set visiting hours.
- Receive a security alert on your phone telling you what triggered the alarm- either a door or window opened or someone entered a room.

Nest Protect

The smoke and carbon monoxide alarm that thinks, speaks and alerts your phone.

- Get an alert if Nest Protect senses smoke or carbon monoxide (CO).(Requires Wi-Fi and working internet connection)
- Silence an alarm from your phone with App Silence.(Nest Protect 2nd gen)
- See the status of your batteries, sensors and Wi-Fi connection.
- Run a Safety Checkup to test all your alarms at once. (Nest Protect 2nd gen)
- Get 鈥淲hat To Do鈥 instructions during a smoke or CO event.
- See your Safety History so you know when alerts happened and why.

Nest Cam IQ, Nest Cam Indoor, Nest Cam Outdoor

The security cameras that let you see your home on your phone, inside and out.

- Get alerts when there鈥檚 activity, and talk back to get someone鈥檚 attention.
- See what you missed with snapshots of the last three hours.
- Check in 24/7 with crisp 1080p HD (Nest Cam and Dropcam Pro only).
- Get person alerts (or familiar / unfamiliar face alerts with Nest Cam IQ) and up to 30 days of video history when you subscribe to Nest Aware. (Subscription service sold separately.)

Nest Hello

Know who鈥檚 knocking.

- Never miss a moment with 24/7 video streaming.
- Designed to show you everything at your doorstep 鈥 people head to toe or packages on the ground.
- Nest Hello can tell the difference between a person and a thing.
- Get notified about a visitor even if they don鈥檛 ring the bell.
- HD Talk and Listen enables you to naturally talk with someone at your door.
- When you can鈥檛 answer the door, quick responses let you reply to visitors with pre recorded audio messages.

Nest x Yale Lock

The lock for a more secure Nest home.

- Set up Family Accounts so everyone can unlock the door with the Nest app.
- Instead of keys, assign a passcode to people you trust in the Nest app.
- When someone locks or unlocks the door, the Nest app can send an alert.
- Turn on Home/Away Assist and Auto-Lock, your door can lock itself when you leave.

Some features require a working internet connection, Wi-Fi and/or Bluetooth.","[""Lifestyle"",""Utilities""]",Lifestyle,4+,360095744,3,01/11/2011,5.30.6,0,Nest Labs,3,20381,app store,4
com.star7engineering.NewAgeStonesAndCrystals,New Age Stones and Crystals Guide,"New Age Stones and Crystals Guide provides metaphysical property information for hundreds of stones and crystals.  Search through indexes of stone names or property types to find the exact stone needed for your self development. The most extensive virtual stone and crystal guide available, this application identifies stones helpful for improvement of spiritual, mental and psychological aspects. This application is a great new age resource and a lot of fun!","[""Lifestyle"",""Reference""]",Lifestyle,4+,11585027,10,11/03/2010,2,2.99,August Hesse,3.5,71,app store,33
com.appycity.newbern,New Bern,"A Local Community App Managed By The Business And Organizations Of The Local Community.

Historic New Bern is a charming riverfront town set along the picturesque Trent and Neuse Rivers, and centrally located along the North Carolina coast. Download the New Bern App to discover quaint boutiques and eateries, riverfront attractions, lively entertainment, and more. Also stay up to date on daily shopping, food, and drink specials along with local events. New Bern truly offers something for everyone. Come explore the tradition, the culture, and the distinct flavor that is unique to eastern North Carolina.","[""Lifestyle"",""Travel""]",Lifestyle,4+,46443520,7,22/09/2016,1,0,Appy City Technologies LLC,5,6,app store,8
com.myriad.dinosaurskins,New Dinosaur Skins for Minecraft PE & PC Edition,"鈥淣ew Dinosaur Skins for Minecraft PE & PC Edition鈥, the best new collection of Dinosaur skins available on App Store now.

Wherever you are, if you have your iPhone/iPod/iPad, you can use Dinosaur Skins Minecraft Edition to change your character's skin. 

Features : 
1. Thousands of best hand picked Dinosaur skins
2. Interactive virtual 3D Skin
3. View your skins from Many Different Angles
4. Add to Favorites
5. Search by names
6. Much More!

Go ahead and give it a try! You will be surprised with the quality Dinosaur skins we have hand-prepared for you. 

Note :- Requires IAP to unlock everything in the app.

Notice: ""New Dinosaur Skins for Minecraft PE & PC Edition"" is not affiliated with the game 'Minecraft' or its creator Mojang AB. ""New Dinosaur Skins for Minecraft PE & PC Edition"" is only an aid tool for the game, 'Minecraft'.","[""Lifestyle"",""Entertainment""]",Lifestyle,12+,36193280,5,15/11/2016,1.1,0,Paritaben Makadiya,5,4943,app store,48
com.ilumi.app,New ilumi,"UNLOCK THE POWER OF LIGHT WITH ILUMI庐

Find, set, & schedule the perfect lighting for you with the world鈥檚 most intelligent lights. Use the ilumi app to transform your space into a place with amazing atmospheres for special occasions, improve your daily routine with lighting schedules, and reap the rewards of energy efficient lighting. See everything ilumi can do at www.ilumi.co or and live your light庐.

WHITE LIGHT WHEN YOU NEED IT, COLOR WHEN YOU WANT IT: Tune your lighting to create the perfect atmosphere. Adjust from functional bright white light to rich and relaxing saturated colors. Enjoy true vibrant colors and natural whites with up to 97 CRI because of patented HyperLux technology.

SIMPLE SETUP IN SECONDS: Pairs in seconds. Control one or create custom named groups. Powerful MeshTek wireless connectivity gives you the power to control up to 50 ilumi without anything else.

PURPOSEFUL PRESETS & DYNAMIC EFFECTS: Dine in candlelight, Bathe under the northern lights, or drift to bed with specialized sleep settings. Built-in presets and effects help you get the most out of your lighting.

WORKS WITH YOUR LIGHT SWITCH: ilumi is the ONLY smart light that allows you to choose a default color and brightness of light you want when you turn it on with a light switch. So find and save that perfect shade that makes your decor pop.

RISE & SHINE: Wake Up in Barcelona, Maui, or Venice with your own personal scheduled sunrise. It鈥檚 the perfect way to start any day.

SYNC WITH MUSIC: Pump up the jam with lighting that dances to the beat of the music. Choose from your favorite iTunes Playlists or connect to your Spotify Account.

LIGHTING AUTOMATION MADE SIMPLE: Schedule your lighting to turn on and off for convenience, security, and energy savings.

SCHEDULES TO ENHANCE YOUR DAILY ROUTINE: Schedule exactly the right light for the right time. Let your light energize you in the morning and help relax you at night, and more.

PAYS FOR ITSELF: Combining best in class LED technology with built in automation, ilumi is extremely energy efficient and can last up to 20 years. That's good for you and for your pocket book.

The ilumi App requires an ilumi Smartbulb available at www.ilumi.co/order.
Check out www.ilumi.co/support for FAQ and troubleshooting tips or reach out to us at Support@ilumi.co
 
Note that the Music Sync experience is a feature that when active will continue to play music and stay active while the app is in the background, and that continued use of the Music Player running in the background can dramatically decrease battery life.

Note: ""Continued use of GPS running in the background and using IFTTT running in the background can dramatically decrease battery life.""","[""Lifestyle"",""Utilities""]",Lifestyle,4+,100695040,5,01/06/2016,4.3.4,0,ilumi solutions,4,1262,app store,9
com.owletcare.OwletCare,New Owlet,"The New Owlet app allows you to connect to and stream any Owlet product from anywhere. See live heart rate and oxygen levels while steaming HD video of your baby.

Compatible Products:

Smart Sock - Track your infant's heart rate and oxygen levels and be notified if they fall out of preset ranges.
Owlet Cam - Hear, see and talk to your child from anywhere. The Owlet Cam streams HD 1080p video with night vision and two-way audio.

Awards:

What to Expect Awards 鈥 Best Baby Monitor of 2017 and 2018
The Bump 鈥 Best Wearable Baby Monitor of 2018
CES Innovation Awards 鈥 Software/Mobile Apps Honoree 2018
IoT Breakthrough Awards 鈥 Sleep Monitoring Solution of the Year 2018

Press Mentions: Buzzfeed, Babylist, CNBC, NBC Nightly News, Fox News, PC Mag, Mashable, NY Mag, TechCrunch, CNet

Are you a fan of Owlet? Please leave a review for each app update in the AppStore!","[""Lifestyle"",""Health & Fitness""]",Lifestyle,4+,76509184,2,17/12/2018,1,0,Owlet Baby Care Inc.,3.5,7,app store,9
com.newbookmodels.app,Newbook,"Newbook is empowering models to seamlessly manage their own careers. Get discovered by top brands, book jobs directly, apply to castings, and get paid all in one beautiful, easy-to-use app.
 
Apply to join our curated community of unique and talented models by sharing your best portfolio photos and a few basic details. Your submission will be reviewed by our team, and we鈥檒l notify you once you鈥檝e been accepted. We welcome both freelance and agency-represented talent.
 
If you鈥檙e just starting out and need to build your portfolio, we can help. Email development@newbookmodels.com.
 
Key Features
- Personal portfolios
- Direct bookings
- Option requests
- Castings
- Messaging
- Electronic payment","[""Lifestyle"",""Social Networking""]",Lifestyle,12+,73497600,3,09/12/2017,1.3.9,0,Newbook,4,66,app store,7
com.echurchapps.newlifecali,NewLifeCC,Stay Connected to all that God is doing at New Life through the New Life App!,"[""Lifestyle""]",Lifestyle,17+,80202752,5,28/04/2016,1.2,0,eChurch Apps,5,18,app store,9
com.schlagelink.ios.iphone,Nexia鈩,"Take care of your home and the people in it from anywhere with Nexia鈩. Nexia鈩 is home automation made simple because now you stay connected everywhere you go. Run the most important systems in your home - thermostats, locks, lights and cameras - from your iPhone. Supported by household brands like Schlage and Trane, Nexia ties together the things that matter most.

Key Features Include: 

- Control, monitor and schedule your home's heating and cooling system from anywhere
- Control Schlage Home Keypad Locks and other supported Z-Wave devices with an easy to use interface 
- Set temporary codes for safe and easy guest access to your home 
- Real time video camera streaming and recording, and playback of recorded videos
- Create and edit automations
- Create custom device groups for better access and visibility","[""Lifestyle"",""Utilities""]",Lifestyle,4+,23311360,4,06/07/2011,5.4.0,0,Ingersoll Rand,2.5,550,app store,6
com.simpaltek.nexxgarage,Nexx Garage,"Control your garage door opener from anywhere in the world using Nexx Garage App Control.

*** Note: Requires SimpalTek Nexx Garage hardware. Learn more about the compatible products at www.NexxGarage.com

The Nexx Garage Control App allows you to easily and confidently monitor and control your home garage door from anywhere. 

SimpalTek Nexx Garage technology brings you peace of mind, security and control when you forget to close the garage door, want to open it from a remote location to let people in, monitor the activity of garage door when it opens or closes, or automatically open the garage door when you drive towards the house.

The Nexx Garage Control App combined with the SimpalTek Nexx Garage device allows you to monitor and control your garage door opener with your iPhone, iPad, or iPod touch. And with push notifications enabled, the iOS device can receive alerts that the garage door is open.

App Features:
- Monitor garage door activity by user
- Notification alert when the garage door is still open
- Push Notification when someone opens the garage door
- Automatically open the garage door when driving towards the house
- Modify security levels or add a passcode of your choice

Learn more about SimpalTek Nexx Garage product or purchase the device at www.NexxGarage.com.

**** This app may use your location even when it isn鈥檛 open, which can decrease device battery life.  Continued use of GPS running in the background can dramatically decrease battery life.","[""Lifestyle"",""Productivity""]",Lifestyle,4+,47386624,4,03/09/2016,2.2.13,0,"SimpalTek, LLC",3,73,app store,11
com.astrologicmedia.nightlightios,Night Light Mood & Mindfulness,"Light Up Your Life: Mood Lighting.

Choose your own scene, adjust the level of colored light and enjoy the perfect atmosphere. 

In the evening, the relaxing color helps you to unwind, relax and prepare your body for a good night鈥檚 sleep. Set the timer effortlessly with one touch of a button for the perfect end of the day.
  
Get ready for the day with cool, bright daylight color that helps to energize your body and mind. 

Moods: each dynamic effect has its own mix of colors to set the right scene for mindfulness, calming anxiety, sleeping, dreams, gratitude, serenity, peace of mind, focus, concentration, meditation, fear of the dark, creativity, motivation, productivity. 

Night Light Features:
- fine range of mood lights
- beautiful colors
- chart of light bulb design
- Amazing ambient sounds
- dimmer
- timer

Light influences our mood and behavior, set a magical mood right now!","[""Lifestyle"",""Health & Fitness""]",Lifestyle,4+,102514688,4,15/06/2018,2,0,Allan Woellner,3.5,20,app store,30
com.nissanusa.com.nissanusa.leaf,NissanConnect庐 EV & Services,"The NissanConnect庐 EV & Services** app is designed especially for owners and drivers of the Nissan LEAF庐. The NissanConnect EV & Services** app lets you manage the unique features of your LEAF like charging the battery, adjusting climate controls and checking the battery status, all from your mobile device. You can also personalize the app dashboard with the features that you use the most. 

LEAF drivers require an active subscription to access the features of NissanConnect EV**, but it is complimentary for the first three years of ownership. 

Model year 2018-2019 LEAF owners require an active subscription to NissanConnect EV with Services** powered by SiriusXM庐. As an added security measure, a PIN is required before the Remote Door Lock/Unlock feature can be used. This PIN is established when enrolling in NissanConnect EV with Services**. If you have not yet enrolled in NissanConnect EV with Services** or need to reset your PIN, download the NissanConnect EV & Services app or visit www.owners.nissanusa.com.

For more information on set up and using the NissanConnect EV & Services** app visit  www.owners.nissanusa.com or contact a NissanConnect EV Customer Support Specialist at (877) NO GAS EV , Monday through Saturday, 7 a.m. to 11 p.m. Central Time.


This app allows model year 2011-2017 LEAF owners to access these features**: 

鈥Remote Start Charge
鈥Remote Battery Status Check
鈥Remote Climate Control On/Off
鈥Remote Climate Control Timer
鈥Route Planner
鈥My Car Finder (MY16 and MY17)
鈥Plug-in Reminder Notification
鈥Charge Complete Notification
鈥and more

This app allows model year 2018-2019 LEAF owners to access these features**: 

鈥All of the features listed above for MY11-17 vehicles, plus:
鈥My Car Finder*
鈥Remote Door Lock/Unlock*
鈥Remote Horn & Lights*
鈥Curfew, Boundary and Speed alerts*
鈥and more


* Feature availability is dependent on vehicle model, trim level, packaging and options.
** Available services/features may be shown. Compatible connected device may be required. Only use services/features and device when safe and legal to do so. Subject to GPS and wireless network availability and connection, and system/technology limitations. Text rates/data usage/subscription may apply. Some services/features provided by companies not within Nissan or its partners鈥 or agents鈥 control and may be discontinued at any time. For more information, see dealer, owner鈥檚 manual, or www.NissanUSA.com/connect/important-information.","[""Lifestyle"",""Utilities""]",Lifestyle,4+,135269376,3,10/12/2010,6.2.7,0,Nissan North America Inc.,2,525,app store,28
com.shopiapps.nk_jewelry,NK Jewelry,NK Jewelry,,LIFESTYLE,4+,7340032,7,14/02/2018,1.0.2,0,nkjewelry,5,4,google store,10
com.Firecannon.NoobieSoothie,Noobie Soothie white noise and night light,"Assists as a sleep aid for babies (and adults!) to sleep using soothing background white noise and by acting as a gentle night light.

Research has shown repetitive low frequency sounds (like what baby heard inside the womb, or a vacuum cleaner) can help to settle a restless baby, and help give their parents a more restful sleep in the process.

鈥 Dynamic animated scenes double up as a night light
鈥 Realistic, soothing audio tracks
鈥 Play for a configurable time, or continuous loop
鈥 Auto listen mode will constantly listen for an upset baby and begin playback when required
鈥 Control sensitivity of auto mode to account for background noise (high or low sensitivity)
鈥 Can run while phone is in standby or while app is in background
鈥 Relaxing white noise to calm your baby (or parents!) into a deep sleep
鈥 Night light with dynamic images and soothing colours that change over time

Scenes include:
鈥 Womb (gentle, warm lights and womb sounds)
鈥 Floor fan (constant background hum)
鈥 Rainstorm (Rain drops and thunderstorm)
鈥 Crackling fireplace (warm crackling fire sounds)
鈥 Beach with crashing waves (relax and pretend you're there!)
鈥 Nursery with gentle music box lullabies

This free app was developed by a new father for his newborn baby during the first sleepless nights and has been used with success ever since!

** Tip: 
Put your device into silent or airplane mode to avoid notifications disturbing your sleeping baby.","[""Lifestyle"",""Utilities""]",Lifestyle,4+,100819968,7,18/12/2015,1.1.3,0,Firecannon Pty Ltd,4.5,88,app store,42
com.example.Novena-Network,NovenaNetwork,"NovenaNetwork is a social media app for praying novenas with others around the world! NovenaNetwork allows you to anonymously start novenas for particular prayer intentions and invite your friends. Others may then join you in these novenas, praying on the same nine days for the same intention! All who start or join a novena receive daily push notifications reminding them to pray!

What are novenas? 

Novenas are an ancient form of Christian prayer, particularly popular among Catholics, that entail praying for nine consecutive days for some special intention.","[""Lifestyle"",""Social Networking""]",Lifestyle,4+,42912768,3,24/05/2017,2.3,0,Marissa Le Coz,5,33,app store,13
com.zyraktech.nrt.NRT2,NRT2,"NRT 2, Style, Music and Other Kurdish Art and Music news.","[""Lifestyle""]",Lifestyle,4+,6421504,6,18/05/2016,1.0.9,0,Zyrak Technologies LLC,4.5,21,app store,4
com.openVape.openVape,O.penREWARDS,"Love O.pen? You鈥檙e already in the club. Now enjoy the perks of being an insider.

Our friends mean a lot to us. We created O.penREWARDS with you, our valued customer, in mind. We want to give you the opportunity to earn more and save more with every purchase you make.

Start earning points and access exclusive rewards whenever you purchase our exceptional O.pen products, learn more about the O.penREWARDS lifestyle and share your love for our brand with your friends. Joining the program is free & rewards can be easily redeemed at participating retailers near you. 

Open a new world of possibilities with the best loyalty program in the industry.

#afriendforlife

Available Only in Colorado","[""Lifestyle"",""Utilities""]",Lifestyle,17+,12519424,5,01/03/2016,0.18.1,0,"National Concessions Group, Inc.",4,30,app store,12
com.myoatoolkit.oatoolkit,OA 12 Steps App - Overeaters,"My OA Toolkit (OAT) is an exciting new tool to help members of Overeaters Anonymous while on the go! 

You can use My OA Toolkit's Food Journal as a your Plan of Eating Tool for the day or as a way to log your food throughout your day and turn your food over to your sponsor at the end of the day... 

You can also use your OAT Food Journal if you become irritable, restless, or discontent throughout your day to get those feelings out of your head and in your journal. It can be like having a sponsor in your pocket and keep you from compulsive overeating! 

Personally I use My OA Toolkit Journal to enter everything I eat throughout the day.  Then at the end of the day I turn my food over to my OA Sponsor by emailing them my Food Journal for that day directly from within My OA Toolkit. What鈥檚 great about this is that I can see my days past entries and Identify patterns in my eating habits and see why I may have overeaten on a certain day... 

It also has an Abstinence Date Calculator that will help you track how long you've abstained from Overeating by total hours, days, months, and years.

FEATURES: 

鈥 Food Journal / Diary 

In addition to writing our inventories and the list of people we have harmed, most of us have found that writing has been an indispensable tool for working the Steps. Further, putting our thoughts and feelings down on paper, or describing a troubling incident, helps us to better understand our actions and reactions in a way that is often not revealed to us by simply thinking or talking about them. In the past, compulsive eating was our most common reaction to life. When we put our difficulties down on paper, it becomes easier to see situations more clearly and perhaps better discern any necessary action.

You could also use your journal to create your plan of eating.
As a tool, a plan of eating helps us to abstain from eating compulsively. Having a personal plan of eating guides us in our dietary decisions, as well as defines what, when, how, where and why we eat. It is our experience that sharing this plan with a sponsor or another OA member is important.

There are no specific requirements for a plan of eating; OA does not endorse or recommend any specific plan of eating, nor does it exclude the personal use of one. (See the pamphlets Dignity of Choice and A Plan of Eating for more information.) For specific dietary or nutritional guidance, OA suggests consulting a qualified health care professional, such as a physician or dietician. Each of us develops a personal plan of eating based on an honest appraisal of his or her own past experience; we also have come to identify our current individual needs, as well as those things which we should avoid.

Although individual plans of eating are as varied as our members, most OA members agree that some plan 鈥 no matter how flexible or structured 鈥 is necessary.

This tool helps us deal with the physical aspects of our disease and helps us achieve physical recovery. From this vantage point, we can more effectively follow OA's Twelve-Step program of recovery and move beyond the food to a happier, healthier and more spiritual living experience.
Source:  http://www.oalaig.org/about-oa/the-eight-tools-of-oa.html


鈥 Gratitude List 
If you create a Gratitude List using My OA Toolkit on a daily or weekly basis it will help you abstain from compulsive overeating!  

It's been proven that if you put aside a minute or two every day to express gratitude for your life you will feel happier, more determined, more energetic, and more optimistic.  鈥 This was proven by a series of studies conducted by Psychologists Robert Emmons and Michael McCullough.

""What you focus on expands, and when you focus on the goodness in your life, you create more of it. Opportunities, relationships, even money flowed my way when I learned to be grateful no matter what happened in my life."" 鈥 Oprah Winfrey",,LIFESTYLE,4+,30408704,7,18/09/2013,2.9.0,0,"LOOK BEFORE YOU LEAP NET, LLC.",4.5,175,google store,28
